sitio_web,tipo,fecha_view,descripcion,nombre_id,precio,direccion,puntuacion,calficacion_tx,ciudad,n_habitaciones
https://www.booking.com/hotel/ec/hacienda-gonzabal.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-23&checkout=2022-12-24&dest_id=-930353&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=164a0143d87400b1&srepoch=1671322247&all_sr_blocks=216842903_353206151_2_1_0&highlighted_blocks=216842903_353206151_2_1_0&matching_block_id=216842903_353206151_2_1_0&sr_pri_blocks=216842903_353206151_2_1_0__4000&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Hacienda Gonzabal! To save at this property, all you have to do is sign in.Offering mountain views, Hacienda Gonzabal 21 mi from Loja features accommodations and a garden.Opening to a terrace with garden views, all units are fitted with a kitchen with an oven and a microwave. Some units feature a seating area and/or a balcony.A continental, buffet or vegetarian breakfast is available each morning at the property. At the country house you will find a restaurant serving American and Local cuisine. Vegan, gluten-free and dairy-free options can also be requested.If you would like to discover the area, cycling is possible in the surroundings and a car rental service can be arranged. ",Hacienda Gonzabal,40,"Via Taquil Chuquiribamba Barrio Gonzabal s/n, 110160 Loja, Ecuador–Great location - show map",4.25, Very Good,loja,2
https://www.booking.com/hotel/ec/hostal-camil.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-23&checkout=2022-12-24&dest_id=-930353&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=164a0143d87400b1&srepoch=1671322247&all_sr_blocks=491323807_359227073_0_0_0&highlighted_blocks=491323807_359227073_0_0_0&matching_block_id=491323807_359227073_0_0_0&sr_pri_blocks=491323807_359227073_0_0_0__3360&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,hotel,2022-12-17,"Featuring a terrace, HOSTAL CAMIL offers rooms in Loja, 3.1 km from Noraspamba and 3.1 km from Hacienda El Rosal. Among the facilities at this property are a 24-hour front desk and dry cleaning services, along with free WiFi throughout the property. Free private parking is available and the guesthouse also provides car rental for guests who want to explore the surrounding area.Rooms come complete with a private bathroom equipped with a shower and a hairdryer, while some units at the guesthouse also provide guests with a seating area. At HOSTAL CAMIL all rooms are equipped with a closet and a flat-screen TV.Guests at the accommodation will be able to enjoy activities in and around Loja, like cycling.El Recreo is 3.1 km from HOSTAL CAMIL, while Yanacocha is 4.2 km away. The nearest airport is Camilo Ponce Enriquez, 37 km from the guesthouse, and the property offers a paid airport shuttle service. ",HOSTAL CAMIL,34,"18 DE Noviembre entre Gonzanama y Chile numero 223-102, 110102 Loja, Ecuador–Excellent location – show map",4.35, Excellent,loja,2
https://www.booking.com/hotel/ec/zamorano-real.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-23&checkout=2022-12-24&dest_id=-930353&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=164a0143d87400b1&srepoch=1671322247&all_sr_blocks=41414901_89172434_0_1_0&highlighted_blocks=41414901_89172434_0_1_0&matching_block_id=41414901_89172434_0_1_0&sr_pri_blocks=41414901_89172434_0_1_0__5440&from=searchresults&map_fdco=1#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Zamorano Real Hotel! To save at this property, all you have to do is sign in.Located in Loja’s downtown area, Zamorano Real Hotel offers a self-service American-style breakfast and features a restaurant, a business center, and 24-hour front desk assistance.The rooms in Zamorano Real Hotel feature a private bathroom and a flat-screen TV. Room service is provided.Laundry services and luggage storage can be arranged.Catamayo's airport is 19 mi from Zamorano Real. Free private parking is possible on site. ",Zamorano Real Hotel,54,"Miguel Riofrio 14-62 entre Sucre y Bolivar, 110101 Loja, Ecuador–Excellent location – show map",4.35, Excellent,loja,2
https://www.booking.com/hotel/ec/loja-bella.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-23&checkout=2022-12-24&dest_id=-930353&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=164a0143d87400b1&srepoch=1671322247&all_sr_blocks=695984901_285736965_2_0_0&highlighted_blocks=695984901_285736965_2_0_0&matching_block_id=695984901_285736965_2_0_0&sr_pri_blocks=695984901_285736965_2_0_0__2500&from=searchresults&map_fdco=1#hotelTmpl,hotel,2022-12-17,"Located within 2.4 km of Yanacocha and 4.2 km of Las Pitas, Hotel Loja Bella has rooms in Loja. This 2-star hotel offers a concierge service and a tour desk. The property provides a 24-hour front desk, a shuttle service, room service and free WiFi throughout the property.Noraspamba is 5.3 km from the hotel, while Hacienda El Rosal is 5.3 km away. The nearest airport is Camilo Ponce Enriquez Airport, 35.4 km from Hotel Loja Bella. ",Hotel Loja Bella,25,"Calle Juan José Samaniego Los ahorcados, 110103 Loja, Ecuador–Excellent location – show map",4.55, Wonderful,loja,2
https://www.booking.com/hotel/ec/dulce-hogar.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2022-12-23&checkout=2022-12-24&dest_id=-930353&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=164a0143d87400b1&srepoch=1671322247&all_sr_blocks=211090201_195397795_3_0_0&highlighted_blocks=211090201_195397795_3_0_0&matching_block_id=211090201_195397795_3_0_0&sr_pri_blocks=211090201_195397795_3_0_0__3000&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Dulce Hogar! To save at this property, all you have to do is sign in.Dulce Hogar has city views, free WiFi and free private parking, located in Loja, one kilometer from Hacienda Tebaida.The apartment provides guests with a patio, garden views, a seating area, satellite flat-screen TV, a fully equipped kitchen with a microwave and a fridge, and a private bathroom with shower. Some units feature a dining area and/or a balcony.Dulce Hogar features a garden and sun terrace, which can be enjoyed by guests if the weather permits.Noraspamba is 2.3 km from the accommodation, while Hacienda El Rosal is 2.3 km from the property. The nearest airport is Camilo Ponce Enriquez, 35.4 km from Dulce Hogar, and the property offers a paid airport shuttle service. ",Dulce Hogar,30,"Cuero y Caicedo Manuel de Angulo, 110111 Loja, Ecuador–Great location - show map",4.65, Wonderful,loja,2
https://www.booking.com/hotel/ec/cosmos-chill.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Cosmos Chill - Suite con jacuzzi y acuario! To save at this property, all you have to do is sign in.Located in Ambato, 46.7 km from Tarabita Cable Car, Cosmos Chill - Suite con jacuzzi y acuario provides accommodations with a bar, free WiFi, a 24-hour front desk, and room service. This apartment has free private parking and a shared lounge.Composed of 1 bedroom and 1 bathroom with a hot tub and a bath, this apartment has a flat-screen TV.The apartment offers a continental or American breakfast.Cosmos Chill - Suite con jacuzzi y acuario offers a hot tub. A car rental service is available at the accommodation.Huachi Chico is 2.4 km from Cosmos Chill - Suite con jacuzzi y acuario, while Santa Elena is 3.1 km away. The nearest airport is Quito Mariscal Sucre International, 157.7 km from the apartment, and the property offers a paid airport shuttle service. ",Cosmos Chill - Suite con jacuzzi y acuario,,"Paltas 007 y autachi, 180150 Ambato, Ecuador–Excellent location – show map",4.65, Wonderful,ambato,2
https://www.booking.com/hotel/ec/apartahotel.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"Located in Ambato, within 45.1 km of Tarabita Cable Car and a 11-minute walk of Hacienda Huachi de Cobo, Jardines Ambato provides accommodations with a terrace as well as free private parking for guests who drive. The property is around a 11-minute walk from Hacienda Huachi de Bucheli, one kilometer from Huachi Chico and 4.7 km from Hacienda San José. Local points of interest like Ficoa and Huachi are reachable within 5 km and 3.5 miles, respectively.Every room comes with a private bathroom, while some rooms here will provide you with a balcony and others also provide guests with a garden view.Santa Cruz is 4.8 km from the guesthouse, while Santa Elena is 5 km away. The nearest airport is Quito Mariscal Sucre International Airport, 159.3 km from Jardines Ambato. ",Jardines Ambato,,"Lavalle, 180205 Ambato, Ecuador–Excellent location – show map",4.7, Wonderful,ambato,2
https://www.booking.com/hotel/ec/hotel-casino-emperador.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,hotel,2022-12-17,"Boasting a panoramic terrace with city views, spa facilities and an on-site gym, Emperador has rooms with chic décor and city views in Ambato. Guests can also enjoy an indoor swimming pool.Hotel Emperador has suites and rooms with air conditioning, flat screen TV and comfortable seating areas. Suites also feature hot tubs, kitchenettes and DVD players.An American breakfast with tropical fruits can be enjoyed daily and guests can enjoy regional dishes at the restaurant.Museo del Colegio Bolivar is 300 m away. The main bus station is 0.6 mi away. Car rental can be arranged and there is free private parking.Quito City is 85 mi from Emperador and shuttles to Latacunga Airport, 28 mi away, are possible for a fee. ",Hotel Emperador,,"Avenida Cevallos 1014, 180150 Ambato, Ecuador–Great location - show map",4.35, Excellent,ambato,2
https://www.booking.com/hotel/ec/dubai.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"Located in Ambato, within 49.9 km of Tarabita Cable Car and 3.9 km of Augusto N. Martínez, Hotel Dubai Ambato provides accommodations with a bar and free WiFi throughout the property as well as free private parking for guests who drive. The property is around 3.9 km from Atahualpa, 4.2 km from Atocha and 4.3 km from Santa Elena. The property has a 24-hour front desk, room service and luggage storage for guests.At the hotel, every room is equipped with a desk, a flat-screen TV, a private bathroom, bed linen and towels. Guest rooms include a closet.A continental breakfast is available daily at Hotel Dubai Ambato.Ficoa is 4.3 km from the accommodation, while Hacienda Sarces is 6.4 km away. The nearest airport is Quito Mariscal Sucre International Airport, 154.5 km from Hotel Dubai Ambato. ",Hotel Dubai Ambato,,"Avenida Indoamerica y Queretaro Km1 1/2, Frente a Hino de Mavesa, 180150 Ambato, Ecuador–Great location - show map",4.4, Excellent,ambato,2
https://www.booking.com/hotel/ec/seny-vip.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"Located in Ambato, 46.7 km from Tarabita Cable Car, Hotel Seny provides accommodations with free WiFi and free private parking. This 3-star hotel offers a concierge service. The property has a 24-hour front desk, dry cleaning services and organizing tours for guests.Guest rooms at the hotel are equipped with a seating area, a flat-screen TV with satellite channels, a safety deposit box and a private bathroom with a shower, a hairdryer and free toiletries. All guest rooms include a closet.An American breakfast is available daily at Hotel Seny.Huachi Chico is 1.8 km from the accommodation, while Hacienda Huachi de Cobo is 2.9 km away. The nearest airport is Quito Mariscal Sucre International Airport, 157.7 km from Hotel Seny. ",Hotel Seny,,"Av. Rumiñahui y Av. Atahualpa, 180202 Ambato, Ecuador–Great location - show map",4.45, Excellent,ambato,2
https://www.booking.com/hotel/ec/de-la-pena.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"Featuring a terrace, Hotel de la Peña offers accommodations in Ambato, 48.3 km from Tarabita Cable Car and a 14-minute walk from Santa Elena. This 2-star hotel offers a 24-hour front desk and a shared kitchen. Private parking can be arranged at an extra charge.Ficoa is a 14-minute walk from the hotel, while Augusto N. Martínez is 3.7 km from the property. The nearest airport is Quito Mariscal Sucre International Airport, 156.1 km from Hotel de la Peña. ",Hotel de la Peña,,"Rocafuerte Tomas Sevilla, 180205 Ambato, Ecuador–Good location – show map",3.95, Good,ambato,2
https://www.booking.com/hotel/ec/golosone.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"Located in Ambato, 46.7 km from Tarabita Cable Car, Hotel Golosone has accommodations with a restaurant, free private parking and a garden. Among the facilities at this property are a 24-hour front desk and room service, along with free WiFi throughout the property. Guests can enjoy city views.The hotel provides some rooms that feature a patio and garden view, and the rooms come with a private bathroom and a closet. At Hotel Golosone every room is equipped with a flat-screen TV with satellite channels.A continental breakfast is available every morning at the accommodation.Hotel Golosone has a sun terrace.Huachi Chico is 2.6 km from the hotel, while Hacienda Huachi de Cobo is 2.9 km from the property. The nearest airport is Quito Mariscal Sucre International Airport, 157.7 km from Hotel Golosone. ",Hotel Golosone,,"Avenida Rumiñahui av pichincha, 180202 Ambato, Ecuador–Great location - show map",4.15, Very Good,ambato,2
https://www.booking.com/hotel/ec/versailles.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Hotel Versailles! To save at this property, all you have to do is sign in.Located 3.1 mi from central Ambato, Hotel Versailles offers a hot tub, a restaurant and functional rooms with mountain views. Free Wi-Fi and free parking are provided.Each room at Hotel Versailles has functional décor, a desk and satellite TV. The private bathrooms come with a shower. American breakfast is included in the rate.At Hotel Versailles you will find a bar, meeting facilities and a 24-hour front desk with information about the area. Airport transfers can be arranged at an extra cost.Cotopaxi International Airport is located 31 mi from Hotel Versailles. The Cotopaxi Volcano is around an hour’s drive away, while Quito is a 2-hour drive away. ",Hotel Versailles,,"Av. Bolivariana km 5 1/2 Via Baños Diagonal Universidad Uniandes, 180150 Ambato, Ecuador–Good location – show map",4.05, Very Good,ambato,2
https://www.booking.com/hotel/ec/hosteria-pakari.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Hostería El Tisaleño! To save at this property, all you have to do is sign in.Located in Ambato, 48.3 km from Tarabita Cable Car, Hostería El Tisaleño has accommodations with a restaurant, free private parking and a garden. All rooms have a flat-screen TV with satellite channels and a private bathroom. The property provides a 24-hour front desk, room service and organizing tours for guests.Free WiFi is accessible to all guests, while some rooms also feature a balcony.A continental breakfast is available every morning at the inn.Santa Lucía is a 4-minute walk from Hostería El Tisaleño, while Tisaleo is 2.4 km from the property. The nearest airport is Quito Mariscal Sucre International Airport, 177 km from the accommodation. ",Hostería El Tisaleño,,"PANAMERICANA SUR KM12, SECTOR SANTA LUCIA, 180150 Ambato, Ecuador–Great location - show map",4.3, Excellent,ambato,2
https://www.booking.com/hotel/ec/napoles-emperador-ii.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"Located in Ambato, 48.3 km from Tarabita Cable Car, Nápoles Emperador II has accommodations with a terrace and private parking. All rooms feature a TV with cable channels and a private bathroom. The property provides a 24-hour front desk, a shuttle service, room service and free WiFi.Santa Elena is a 17-minute walk from the guesthouse, while Ficoa is 1.4 km away. The nearest airport is Quito Mariscal Sucre International Airport, 156.1 km from Nápoles Emperador II. ",Nápoles Emperador II,,"Avenida Cevallos 07-87, 180103 Ambato, Ecuador–Great location - show map",4.0, Very Good,ambato,2
https://www.booking.com/hotel/ec/boutique-mary-carmen.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,hotel,2022-12-17,"Offering a spa and wellness center and a restaurant, Hotel Mary Carmen is located in the Tungurahua Province in Ambato, 2 hours away from Quito. Free Wi-Fi access is available.Rooms here will provide you with a TV. Featuring a shower, the private bathrooms also come with a hairdryer and towels. Extras include linen.The restaurant at Hotel Mary Carmen is specialized in characteristic cuisine of the region.At Hotel Mary Carmen you will find a fitness center along with other facilities, such as a tour desk, shops on site and an ironing service. The property offers free parking. ",Hotel Mary Carmen,,"Avenida Cevallos y Martinez, 180150 Ambato, Ecuador–Excellent location – show map",4.15, Very Good,ambato,2
https://www.booking.com/hotel/ec/departamento-amoblado-ambato.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,hotel,2022-12-17,"Featuring mountain views, Ambato-Miraflores Lujoso Apartamento has accommodations with a balcony and an electric tea pot, around 2.9 km from Huachi Chico. Located 49.9 km from Tarabita Cable Car, the property provides a fitness center and free private parking.The apartment has 2 bedrooms, 3 bathrooms, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a patio with city views.The apartment has a terrace.Santa Elena is 3.2 km from Ambato-Miraflores Lujoso Apartamento, while Ficoa is 3.2 km away. The nearest airport is Quito Mariscal Sucre International Airport, 157.7 km from the accommodation. ",Ambato-Miraflores Lujoso Apartamento,,"Avenida Miraflores, Edificio Siena Luxury, frente al Tennis Club, 180150 Ambato, Ecuador–Excellent location – show map",4.7, Wonderful,ambato,2
https://www.booking.com/hotel/ec/mini-departamento-ambato.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,hotel,2022-12-17,"Instant Hotel - Mini Departamento in Ambato provides accommodations with free WiFi, 1.8 km from Huachi Chico, 3.2 km from Santa Elena and 3.2 km from Ficoa. Located 46.7 km from Tarabita Cable Car, the property has a garden and free private parking.The apartment is equipped with 1 separate bedroom, 1 bathroom, a fully equipped kitchen with a dining area and microwave, and a living room with a flat-screen TV. Towels and bed linen are available.Hacienda Huachi de Cobo is 3.9 km from the apartment, while Hacienda Huachi de Bucheli is 3.9 km from the property. The nearest airport is Quito Mariscal Sucre International, 157.7 km from Instant Hotel - Mini Departamento, and the property offers a paid airport shuttle service. ",Instant Hotel - Mini Departamento,,"Cadiz y Pamplona, 180101 Ambato, Ecuador–Excellent location – show map",4.8, Exceptional,ambato,2
https://www.booking.com/hotel/ec/apartments-fernando.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9xdWl0b0gzWARoQYgBAZgBMbgBGcgBDNgBAegBAfgBA4gCAagCA7gC_pfdmgbAAgHSAiQ4YjFmZjkxZS1mNDA0LTQ2ODMtOTRhNC03NTZmMWIxOGI3YjLYAgXgAgE&aid=304142&ucfs=1&arphpl=1&dest_id=-924303&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=df1fa74d3886009b&srepoch=1671320860&from=searchresults#hotelTmpl,hotel,2022-12-17,"You're eligible for a Genius discount at Fernando's apartment! To save at this property, all you have to do is sign in.Featuring a balcony with city views, a bar and a terrace, Fernando's apartment can be found in Ambato, close to Santa Elena and 48.3 km from Tarabita Cable Car. This apartment provides free private parking, a 24-hour front desk and free WiFi.The apartment features 1 bedroom, 2 bathrooms, a well-equipped kitchen, a flat-screen TV, and a spa bath.Fernando's apartment offers a hot tub.Ficoa is 1.9 km from the accommodation, while Huachi Chico is 3.2 km away. The nearest airport is Quito Mariscal Sucre International Airport, 157.7 km from Fernando's apartment. ",Fernando's apartment,,"Olmedo, 180101 Ambato, Ecuador–Great location - show map",4.4, Excellent,ambato,2
